schedule,schedule_type,reason
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | + 2 ngày thứ Bảy/ tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 21:00) | 3 Ca Xoay linh động,T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\n8h00 – 17h00 Thứ 2 – Thứ 6, Thứ 7 làm cách tuần""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ Bảy làm cách tuần,T2-T7,header-T7
"8h - 17h00 từ Thứ 2 đến Thứ 7, thứ 7 làm việc online",T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Làm việc 2 Sáng thứ 7 cách tuần: 9:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Nghỉ trưa 12h00 – 13h00 | Trực xử lý phát sinh ngoài giờ tại nhà,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Sáng thứ 7 làm việc linh hoạt.,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Và thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ thứ bảy ngày chẵn,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 6:08:00 đến 17h30 (nghỉ trưa từ 12:00 đến 13:30) | Thứ 7: 08:00 - 12:00,T2-T7,header-T7
"Thứ 2 - Thứ 7 () | Thời gian làm việc: Từ thứ 2 đến thứ 7 | Hình thức làm việc: Full-Time, Remote",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:15 đến 17:30) | Nghỉ 1 thứ 7 cuối tháng,T2-T7,header-T7
Thứ 2 - Thứ 6 () | Thứ 2 đến thứ 6 và 1 buổi sáng thứ 7 đầu tiên của tháng | Buổi sáng checkin linh hoạt từ 7h30-9h,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Từ thứ 2 đến Sáng thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 07:30 đến 17:00) | + Sáng 7h30 - 11h30 | + Chiều 13h00 - 17h00,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Nghỉ 2 thứ 7 trong tháng,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 07:45 đến 17:30),T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:20),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Làm từ thứ 2 tới hết sáng thứ 7 hàng tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:45) | - Và hai ngày Thứ 7 cách tuần trong tháng | - Nghỉ trưa từ 12:15 - 13:30.,T2-T7,header-T6+sat-body
"8h30 - 17h30, Thứ 2 – Thứ 7 (làm 2 thứ 7/ tháng, nghỉ cách tuần)",T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nThứ 7 - Thứ 6 (từ 08:00 đến 12:00)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | .,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 - Sáng Thứ 7,T2-T7,header-T7
"9h00-18h00, thứ 2 đến thứ 6 | 9h00-13h00, thứ 7 ( Work from home) | Nghỉ trưa 1 tiếng",T2-T6,freetext-T6
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng thứ 7 chơi cầu lông 2h toàn công ty, có hưởng lương.",T2-T7,header-T6+sat-body
Thứ 2 – Thứ 6 (Thứ 7 làm việc cách tuần),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Nghỉ trưa 12h30 - 14h. Nghỉ 2 thứ 7 luân phiên trong 1 tháng.,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 02 buổi sáng Thứ Bảy/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Và 2 ngày thứ 7 xen kẽ/tháng,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Sáng: 8:00-12:00 | Chiều: 13:30-17:30 | Nghỉ trưa 1,5 tiếng",T2-T7,header-T7
"8h00 - 17h00, làm 2 thứ 7 một tháng",T2-T7,freetext-sat-signal
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian Làm việc từ Thứ Hai đến hết sáng Thứ Bảy (Nghỉ phúc lợi 02 Thứ Bảy/ Tháng),T2-T7,header-T6+sat-body
Thời gian làm việc: Từ thứ 2 đến thứ 7; Sáng 8:00-12:00; Chiều 13:00-17h00; | có thể tăng ca,T2-T7,freetext-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 18:00) | Nghỉ trưa 12h30 - 14h30,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 15:00) | Thời gian nghỉ trưa: Từ 12h00 - 13h30,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:15 đến 17:30) | - Thứ 2 - Thứ 6 : từ 08:15 đến 17:30 ( nghỉ trưa 1,5h) | - Thứ 7 cách tuần: từ 08:15 đến 16:00 ( nghỉ sớm 1,5h)",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Làm việc từ thứ 2 - thứ 6 và 4 sáng thứ 7 hoặc 2 thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 07:30 đến 16:00) | và 2 nửa thứ 7 bất kỳ trong tháng,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 08:00 đến 12:00) | Giờ làm việc tiêu chuẩn: Thứ Hai – Thứ Sáu (giờ bắt đầu linh hoạt: 8:00 / 8:30 / 9:00) và 2 buổi sáng Thứ Bảy mỗi tháng (8:00–12:00) (có thể làm việc từ xa).,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Làm việc 1 thứ Bảy/tháng,T2-T7,header-T6+sat-body
"Từ thứ 2 đến thứ 6: Sáng 8:00 - 12:00, chiều: 13:00 - 17:00, | Sáng thứ 7 (tuần làm tuần nghỉ): 8:00 - 12:00",T2-T7,freetext-T6+sat
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | - Thời gian làm việc: | + Thứ Hai: 8h30 - 18h00 (Nghỉ trưa 12h00 - 13h30) | + Thứ Ba - Thứ Sáu: 09h00 - 18h00 (Nghỉ trưa 12h00 - 13h30) | + Thứ Bảy: 01 buổi sáng đầu tiên trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ hai đến thứ sáu và sáng thứ bảy,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6: 08h00 - 17h15 | Thứ 7: 08h00 - 12h00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm 2 Thứ Bảy sáng 08h00-12h00 (cách tuần),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Làm việc từ 08:30, nghỉ trưa 1 tiếng rưỡi, tan ca 18:00",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 07:45 đến 17:00) | Thứ 7 thường làm Online và làm cách tuần nếu các dự án chạy mượt,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | 1-2 tháng đào tạo và thử việc sau đó ký hợp đồng chính thức | Làm từ 8h00 tới 17h00 từ thứ 2 tới thứ 6 | Có 2 thứ 7 trong một tháng làm việc tại văn phòng,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Giờ Hành chính: 8h30-17h30, nghỉ trưa 1 tiếng. Thứ 7 làm việc luân phiên cách tuần",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Từ 8:00 - 12:00 và 13:30 - 17:30, từ Thứ 2 đến Thứ 6 hàng tuần. Thứ 7 từ 8:00 - 12:00,",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | 1 năm được nghỉ phép 12 ngày,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Từ thứ 2 đến sáng thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 đến thứ 6: 8h30 – 17h30 | Thứ 7: 8h30 – 12h30,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Làm việc 8 giờ/ngày, 6 ngày/tuần theo lịch do quản lý sắp xếp.",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 12:00) | Thứ 2 - Thứ 7 (từ 14:00 đến 18:00) | Ca sáng: 8h30 - 12h | Ca chiều: 14h - 18h,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 15:00),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng thứ 7 chơi cầu lông 2h toàn cty, có hưởng lương.",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | thứ 7 ( 8h-12h),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ trưa 1,5 tiếng",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6: 8h-17h | Thứ 7: 8h-12h,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ 7 làm cách tuần,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 làm buổi sáng, tuần làm tuần nghỉ",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 16:45),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Sáng thứ 7 làm việc linh hoạt,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 09:00 đến 12:00) | Nghỉ trưa 12:00 – 13:30 | Thứ 7 : làm remote,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 tuần 2 và tuần 4 làm online,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Từ Thứ 2 đến sáng Thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ trưa: 11h30-13h,T2-T7,header-T7
"[""8 tiếng/ngày từ Thứ Hai đến Thứ Sáu, Thứ Bảy làm việc từ 8h00 - 12h00\nGiai đoạn từ 01/05 - 30/11 hàng năm: Thời gian làm việc thứ Bảy hàng tuần linh động theo yêu cầu và tiến độ của công việc thực tế phát sinh""]",T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7: 08h00-12h00,T2-T7,header-T6+sat-body
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nThứ 7 cách tuần""]",T2-T7,header-T6+sat-body
"Từ thứ 2 đến thứ 6, Thứ 7 làm cách tuần | Chọn thời gian làm linh hoạt 09h00-18h00 hoặc 08h00-17h00 (nghỉ trưa 1h)",T2-T7,freetext-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30), Nghỉ trưa 12h00 đến 13h30 | Thứ 7 (từ 08:00 đến 12:00) | Nghỉ phép 1,5 ngày + 1 ngày WFH/tháng",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Thứ 7 làm sáng từ 8h đến 11h30,T2-T7,header-T6+sat-body
"Thứ 2 đến sáng thứ 7 ( từ 8h-17h30, nghỉ trưa 1h30)",T2-T7,freetext-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 16:30),T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Riêng T7, CBNV đảm bảo làm đủ tối thiểu 02 ngày/tháng",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ từ 12:00 đến 13:30,T2-T7,header-T7
"7h - 16h, từ thứ 2 đến thứ 6 và  2 ngày thứ 7 cách tuần trong 1 tháng.",T2-T7,freetext-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Nghỉ 2 thứ 7/tháng,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:15 đến 17:30) | Từ thứ 2 đến thứ 6 và 2 thứ 7 cách tuần trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:15 đến 17:30) | Thứ 7 làm việc cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 08:30 đến 12:30),T2-T7,header-T6+sat-body
"Sáng 8h00-12h00, chiều: 13h00-17h00, làm thứ 7 cách tuần",T2-T7,freetext-sat-signal
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Từ Thứ 2 đến Thứ 6 (8h30 - 17h30), làm thứ 7 cách tuần",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Tháng được nghỉ 2 thứ 7.,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 17:30) | Nghỉ trưa từ 12h - 13h | Thứ 7 làm việc cách tuần,T2-T7,header-T6+sat-body
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nThứ 7 (từ 08:00 đến 12:00)""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 cách tuần,T2-T7,header-T6+sat-body
"[""8h00 – 17h00 (Thứ 2 – Sáng thứ 7), được nghỉ 1 sáng thứ 7 trong tháng""]",T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 01 ngày Thứ 7 làm việc trong tháng.,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 07:45 đến 17:00) | Thứ 7 nghỉ luân phiên,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Được về sớm 1 tiếng vào thứ 7 cuối tháng,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 7 (từ 09:00 đến 14:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Off 2 ngày thứ 7 trong tháng,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 09:00 đến 18:00) | Thứ 7 làm cách tuần.,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Sáng Thứ 7 online, hoặc offline theo yêu cầu công việc (nếu có)",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 7 (từ 22:00 đến 06:00) | Đi luân phiên ca,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 17:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Làm thứ 7 cách tuần | Nghỉ trưa từ 12h - 13h30,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 09:00 đến 17:00) | Thứ 2 - Thứ 6: Từ 09:00 đến 17:00 (Nghỉ trưa: 12:00 đến 13:00). | Thứ 7: Từ 09:00 đến 17:00 (Làm việc tại nhà).,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 là ngày làm việc dự phòng,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7: từ 8h00 - 12h00,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | - Thời gian làm việc trong ngày: | Từ 9:00 đến 18:30 | Nghỉ trưa: 11:30-13:00; Nghỉ chiều : 16:00 - 16:15 | - Thời gian làm việc trong tuần/tháng: | Từ thứ Hai đến thứ Sáu, và 1 thứ Bảy trong tháng",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng thứ 7 WFH,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | nghỉ trưa 1.5h, từ 12h-13h30",T2-T7,header-T7
Thứ 2 - Thứ 7 () | Thời gian làm việc: thứ 2-sáng thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 17:30) | Thứ 7 (từ 09:00 đến 12:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | 8h-12h vs 13h30-17h00,T2-T7,header-T7
"Thứ 2-6, luân phiên thứ 7",T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 11:30) | Giờ hành chính,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | - Làm việc từ Thứ 2 - Thứ 7 (Nghỉ luân phiên 2 Thứ 7/tháng) | - Chấm công linh hoạt từ 8h00-9h00 sáng (Miễn làm đủ 8 tiếng) | - Nghỉ trưa: 11h45-13h00,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 7 (từ 13:00 đến 17:00) | Thứ 7 làm việc cách tuần,T2-T7,header-T7
"8h-17h15, thứ 2 - sáng thứ 7",T2-T7,freetext-T7
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | - Ngày làm việc: Thứ 2 – Thứ 6 hàng tuần, làm việc 2 Thứ 7 trong tháng (thứ 7 đầu tháng và cuối tháng)",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 16:30) | Thứ 7 (từ 08:00 đến 15:00),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Thứ 7: 8h-12h,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | làm 2 thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:15) | T7 làm từ 8:00 - 12:00 làm online),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Được nghỉ 2 ngày Thứ Bảy / tháng.,T2-T7,header-T6+sat-body
Thứ 2-Thứ 6 8h30-5h30 | Thứ 7 nghỉ cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Nghỉ trưa 12g00 - 13g00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Buổi sáng làm việc từ 8h – 11h30; buổi chiều làm việc từ 13h30 – 17h00,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | 8h30 - 18h00 (nghỉ trưa 1h30'), Thứ 2 - Thứ 7, nghỉ 2 ngày thứ 7 trong tháng",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 07:30 đến 16:15),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc: Từ thứ 2 đến thứ 6; Thứ 7 làm việc cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 17:30) | Thứ 7 (từ 09:00 đến 13:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 1 ngày Thứ 7 bất kì trong tháng,T2-T7,header-T6+sat-body
"8h30 - 17h30, thứ 2 - thứ 7, nghỉ thứ 7 cách tuần",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ 7 nhiều buổi linh hoạt,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Thứ 2 – Thứ 6 và 2 Thứ 7/tháng,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 2 đến Thứ 6 & 2 ngày Thứ 7 trong tháng.,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7: 08:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Lịch làm từ thứ 2 đến thứ 7 (làm xen kẽ 2 thứ 7/tháng) | - Sáng: 8h00-12h00 | - Chiều: 13h30-17h30,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | 8h30 - 18h00 Thứ 2 -Thứ 6 và 2 thứ 7 cách tuần. | Fulltime hoặc ít nhất 8 buổi/tuần.,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 21:00) | 3 Ca xoay linh động,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Thứ 2 - Thứ 7 (từ 08:00 đến 12:00),T2-T7,header-T7
"[""T2-T6: 8h-17h30\nT7: 8h-12h (Làm việc 2 ngày thứ 7/tháng)""]",T2-T7,freetext-T6+sat
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 02 ngày Thứ Bảy/tháng làm việc từ xa (WFH) theo chính sách của công ty,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 –  Thứ 7 (Thứ 7 nếu không có việc cần lên vp thì CBNV được nghỉ),T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Nghỉ chiều T7,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 đến Thứ 6 (08h00-17h00), sáng Thứ 7 (08h00-12h00) | Nghỉ trưa 1 tiếng từ 12h00-13h00",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | • Thứ Bảy làm 02 ngày/ tháng (Công ty sẽ thông báo lịch làm việc Thứ Bảy theo từng tháng),T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:30 đến 17:45) | Làm việc T2 - Sáng T7, ưu tiên ứng viên sắp xếp được công việc cuối tuần",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Từ Thứ Hai đến Sáng Thứ Bảy | Thời gian làm việc linh hoạt theo lịch học của ứng viên,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:15 đến 17:30) | 4 giờ/ngày, tối thiểu 3 buổi/tuần (có thể đăng ký lịch linh hoạt). Thứ 7 làm việc cách tuần.",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 09:00 đến 12:00) | Thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - sáng thứ 7 (8h - 17h),T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Từ thứ 2-6 và 2 thứ 7 trong tháng,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Từ Thứ 2 - Thứ 6, Thứ 7 làm việc/nghỉ cách tuần",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 07:30 đến 17:00) | Thời gian làm việc: Thứ 2 - Thứ 7 (từ 07:30 đến 17:00) (Nghỉ trưa từ 11:30 - 13:00),T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 09:00 đến 18:00) | Thứ 2 – Thứ 7: 8h30-17h30 | Nghỉ 1 ngày có lương mỗi tháng,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 linh động làm việc,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 12:00) | Thứ 7 có thể WFH theo điều phối của cấp Quản lý,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - thứ 6 và 2 sáng thứ 7 trong 1 tháng.,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Nghỉ trưa 12h30 - 14h | Nghỉ 2 thứ 7 luân phiên trong 1 tháng.,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Thứ 7 (từ 08:00 đến 11:45),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ trưa: 1 giờ 30 phút,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 07:30 đến 17:30) | - Thứ 2 - Thứ 7 ( từ 7:00 đến 17:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | Từ thứ Hai đến hết sáng thứ Bảy hằng tuần (Sáng T7 work from home),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Nghỉ trưa 1 giờ, nghỉ 2 thứ 7.",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6: 8h30 - 17h30 (Nghỉ trưa 12h00 - 13h30) | Thứ 7: 9h00 - 16h30 (Nghỉ trưa 12h00 - 13h30) (Chỉ làm 2 ngày thứ 7 trong tháng),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7: 08:30 to 12:00 - Remote working arrangement available.,T2-T7,header-T6+sat-body
Thứ 2 - thứ 6 & 02 thứ 7 trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 17:00),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | Nghỉ trưa từ 12h00 - 13h30,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | 08h00 - 12h00, 13h00 - 17h00",T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Nghỉ 2 ngày thứ 7/tuần,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Làm việc từ thứ 2 đến hết sáng thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 17:30) | Thứ 7 (từ 08:00 đến 17:30) | Thứ 7 đi làm luân phiên cách tuần,T2-T7,header-T6+sat-body
